meta	text	left	key_phrase	right	key_phrase	key_lemma	key_word	id	ip	country	random	cleft
2f724bcc909dd873de6bc8ad124806fdfc56,85.214.37.213,DE,1	                                     Und ausgewischt wurde das Fach danach eh ( < war /|sein|  ja /|ja|  eh /|eh|  am /|an|  umräumen /|umräumen| > ) . Aber irgendwie fand ich das schon witzig                           	                                     Und ausgewischt wurde das Fach danach eh ( 	war ja eh am umräumen	 ) . Aber irgendwie fand ich das schon witzig                           	war ja eh am umräumen	umräumen	umräumen	2f724bcc909dd873de6bc8ad124806fdfc56	85.214.37.213	DE	60	
027da2de06676ee8ea4a853222bf93ae2dd0,92.51.130.60,DE,1	                                      Soest ab wann ist denn abs zu empfehlen ? < bin /|sein|  ja /|ja|  auch /|auch|  gerad /|gerade|  am /|an|  umrüsten /|umrüsten| > nur wollt ich eigentlich auf das abs verzichten                        	                                      Soest ab wann ist denn abs zu empfehlen ? 	bin ja auch gerad am umrüsten	 nur wollt ich eigentlich auf das abs verzichten                        	bin ja auch gerad am umrüsten	umrüsten	umrüsten	027da2de06676ee8ea4a853222bf93ae2dd0	92.51.130.60	DE	398	
b713d5309687d94d8f350180126cd6a03983,188.65.145.74,DE,1	                                       mir jetzt quasi dazwischen gehauen , ich < war /|sein|  schon /|schon|  bei /|bei|  DSLRs /|(unknown)|  am /|an|  umschauen /|umschauen| > mich dahin umorientieren , D 5000 z.B.                                 	                                       mir jetzt quasi dazwischen gehauen , ich 	war schon bei DSLRs am umschauen	 mich dahin umorientieren , D 5000 z.B.                                 	war schon bei DSLRs am umschauen	umschauen	umschauen	b713d5309687d94d8f350180126cd6a03983	188.65.145.74	DE	412	
133423c1fa51dc145185715103ffbaa32540,178.63.87.206,DE,1	                               nachdenken ^ ^ . Soviel erstmal . Rein technisch < bin /|sein|  ich /|ich|  gerade /|gerade|  am /|an|  umschreiben /|umschreiben| > der Zivilisationen , und wurschtel mich                                	                               nachdenken ^ ^ . Soviel erstmal . Rein technisch 	bin ich gerade am umschreiben	 der Zivilisationen , und wurschtel mich                                	bin ich gerade am umschreiben	umschreiben	umschreiben	133423c1fa51dc145185715103ffbaa32540	178.63.87.206	DE	912	
254ddb0b70fa5af92c02227b0b827ce8d778,80.237.132.224,DE,1	                                 14.05.2006 , 23:11 bermudas solln ja wieder in < sein /|sein|  . /|.|  Ich /|ich|  bin /|sein|  mich /|ich|  atm /|(unknown)|  auch /|auch|  am /|an|  umsehen /|umsehen| > nach schicken kurzen Hosen für den Weiblichen                          	                                 14.05.2006 , 23:11 bermudas solln ja wieder in 	sein . Ich bin mich atm auch am umsehen	 nach schicken kurzen Hosen für den Weiblichen                          	sein . Ich bin mich atm auch am umsehen	umsehen	umsehen	254ddb0b70fa5af92c02227b0b827ce8d778	80.237.132.224	DE	285	
9f321897d9a7b7b0167e92f2eb4ee2eba1eb,46.4.114.214,DE,0	                                   Zotteln sind grad gar net versichert ... Wir < sind /|sein|  grad /|gerade|  am /|an|  umsteigen /|umsteigen| > , ab dem 01.12 sind alle meine 3 bei der                               	                                   Zotteln sind grad gar net versichert ... Wir 	sind grad am umsteigen	 , ab dem 01.12 sind alle meine 3 bei der                               	sind grad am umsteigen	umsteigen	umsteigen	9f321897d9a7b7b0167e92f2eb4ee2eba1eb	46.4.114.214	DE	386	
4192f79ab78a2507c0a1243848833835d815,178.63.41.194,DE,1	                                    Jahre und muss auch dringend abnehmen . Ich < bin /|sein|  schon /|schon|  seit /|seit|  20. /|20.|  August /|August|  am /|an|  umstellen /|umstellen| > meiner Essgewohnheiten . Ich esse so gut                               	                                    Jahre und muss auch dringend abnehmen . Ich 	bin schon seit 20. August am umstellen	 meiner Essgewohnheiten . Ich esse so gut                               	bin schon seit 20. August am umstellen	umstellen	umstellen	4192f79ab78a2507c0a1243848833835d815	178.63.41.194	DE	1155	
0d548dc97b5a77d234996a94f12c9a18cbcc,87.119.196.50,DE,1	                                  Donnerstag , 9. Juni 2011 , 11:24 Hallo , wir < sind /|sein|  derzeit /|derzeit|  sowieso /|sowieso|  am /|an|  umstrukturieren /|umstrukturieren| > unseres Shops und der Marke Chili Food                                 	                                  Donnerstag , 9. Juni 2011 , 11:24 Hallo , wir 	sind derzeit sowieso am umstrukturieren	 unseres Shops und der Marke Chili Food                                 	sind derzeit sowieso am umstrukturieren	umstrukturieren	umstrukturieren	0d548dc97b5a77d234996a94f12c9a18cbcc	87.119.196.50	DE	1935	
6250102350aa56e6fa90c0cdab42e7831da7,84.200.248.157,DE,1	                                    Meki 10.03.2011 , 21:01 hey leute , ... ich < bin /|sein|  derzeit /|derzeit|  absolut /|absolut|  zeitlich /|zeitlich|  eingeschrenkt /|(unknown)|  , /|,|  bin /|sein|  am /|am|  umziehen /|umziehen| > ... ich werde heute mit meister und talamaska                          	                                    Meki 10.03.2011 , 21:01 hey leute , ... ich 	bin derzeit absolut zeitlich eingeschrenkt , bin am umziehen	 ... ich werde heute mit meister und talamaska                          	bin derzeit absolut zeitlich eingeschrenkt , bin am umziehen	umziehen	umziehen	6250102350aa56e6fa90c0cdab42e7831da7	84.200.248.157	DE	599	
c8012f0a5d1762ec571d8c0d8757f6503746,85.214.88.208,DE,1	                            . Dann hätten wir einen ganz neuen . Ich < bin /|sein|  am /|am|  umziehen /|umziehen| > , sorry Leute . Hintermühlen-Chaosteam                       	                            . Dann hätten wir einen ganz neuen . Ich 	bin am umziehen	 , sorry Leute . Hintermühlen-Chaosteam                       	bin am umziehen	umziehen	umziehen	c8012f0a5d1762ec571d8c0d8757f6503746	85.214.88.208	DE	803	
68eebe5bd17a392cc9e7e8b6a5d34b504ad9,85.13.146.204,DE,1	                                   Gesundheitsamt nicht gefunden . " Klar , sie < waren /|sein|  ja /|ja|  am /|an|  umziehen /|umziehen| > , geht jetzt alle Post wieder zurück ???                               	                                   Gesundheitsamt nicht gefunden . " Klar , sie 	waren ja am umziehen	 , geht jetzt alle Post wieder zurück ???                               	waren ja am umziehen	umziehen	umziehen	68eebe5bd17a392cc9e7e8b6a5d34b504ad9	85.13.146.204	DE	1547	
c948cc05f52de763ede8e7267c671c6bb6bb,85.13.139.194,DE,0	                                       sind ... " " Gut . " " Gut . " Die Sonne < war /|sein|  gerade /|gerade|  am /|an|  untergehen /|untergehen| > und ein gewöhnlicher Frühlingstag ging                                 	                                       sind ... " " Gut . " " Gut . " Die Sonne 	war gerade am untergehen	 und ein gewöhnlicher Frühlingstag ging                                 	war gerade am untergehen	untergehen	untergehen	c948cc05f52de763ede8e7267c671c6bb6bb	85.13.139.194	DE	1700	
66c89fd09535f3a47dc0233559f2cd3d7969,80.150.6.143,DE,0	                                        der Mitarbeiter den Vertrag aus . Doris < war /|sein|  schon /|schon|  am /|an|  unterschreiben /|unterschreiben| > . Mir fiel sofort auf , dass in dem Vertrag                            	                                        der Mitarbeiter den Vertrag aus . Doris 	war schon am unterschreiben	 . Mir fiel sofort auf , dass in dem Vertrag                            	war schon am unterschreiben	unterschreiben	unterschreiben	66c89fd09535f3a47dc0233559f2cd3d7969	80.150.6.143	DE	452	
eca0206f957f9849444b6089a902348e2db8,93.187.232.61,DE,1	                                    doch putzig ( wenn kein Schauspiel :D ) Die < sind /|sein|  doch /|doch|  völlig /|völlig|  am /|an|  verblöden /|verblöden| > : hfsp 1 -31 : Das muss man doch schon                                 	                                    doch putzig ( wenn kein Schauspiel :D ) Die 	sind doch völlig am verblöden	 : hfsp 1 -31 : Das muss man doch schon                                 	sind doch völlig am verblöden	verblöden	verblöden	eca0206f957f9849444b6089a902348e2db8	93.187.232.61	DE	1726	
1be0d5fc06c6edd9ed530d64bed3a8bae73f,195.39.234.168,DE,1	                                    Pflanzen wie geschaffen Anis-Ysop Im Moment < ist /|sein|  sie /|sie|  am /|an|  verblühen /|verblühen| > , ihre Blätter ergeben aufgegossen einen                               	                                    Pflanzen wie geschaffen Anis-Ysop Im Moment 	ist sie am verblühen	 , ihre Blätter ergeben aufgegossen einen                               	ist sie am verblühen	verblühen	verblühen	1be0d5fc06c6edd9ed530d64bed3a8bae73f	195.39.234.168	DE	1072	
37ca47a15cd76e2705d5d30661b69010d2e0,81.169.145.65,DE,0	                           bei dicht . Ich pflücke einige , doch sie < sind /|sein|  am /|am|  Verblühen /|verblühen| > . Nachdem ich immer wieder ihren Duft verspürt               	                           bei dicht . Ich pflücke einige , doch sie 	sind am Verblühen	 . Nachdem ich immer wieder ihren Duft verspürt               	sind am Verblühen	verblühen	Verblühen	37ca47a15cd76e2705d5d30661b69010d2e0	81.169.145.65	DE	1404	
e4a073ef99f4152094af56a55a075219da4e,81.169.145.69,DE,0	                                       Mutterherz , das dieses anschauen muss , < ist /|sein|  ebenfalls /|ebenfalls|  am /|an|  verbluten /|verbluten| > . Opfere deine gegenwärtigen Geburtswehen                              	                                       Mutterherz , das dieses anschauen muss , 	ist ebenfalls am verbluten	 . Opfere deine gegenwärtigen Geburtswehen                              	ist ebenfalls am verbluten	verbluten	verbluten	e4a073ef99f4152094af56a55a075219da4e	81.169.145.69	DE	1490	
e1fd26aa75cc4a00e191b9e90b5ec9a11908,213.165.88.77,DE,1	                          seine Augen wurden ihm ausgestochen und er < war /|sein|  am /|am|  verbluten /|verbluten| > , da seine Pultzschlagader am Hals aufgeschlitz              	                          seine Augen wurden ihm ausgestochen und er 	war am verbluten	 , da seine Pultzschlagader am Hals aufgeschlitz              	war am verbluten	verbluten	verbluten	e1fd26aa75cc4a00e191b9e90b5ec9a11908	213.165.88.77	DE	1950	
c05b0740c2a7945927f31298f5a740e92823,78.46.73.103,DE,1	                                        eigentlich ziemlich genau^^ Aber egal , < bin /|sein|  weiter /|weiter|  " /|"|  Mist /|Mist|  am /|an|  verbreiten /|verbreiten| > " . 04.11.2008 , 18:39 Ob der Täter das                                	                                        eigentlich ziemlich genau^^ Aber egal , 	bin weiter " Mist am verbreiten	 " . 04.11.2008 , 18:39 Ob der Täter das                                	bin weiter " Mist am verbreiten	verbreiten	verbreiten	c05b0740c2a7945927f31298f5a740e92823	78.46.73.103	DE	1497	obj
b6b418cef0e18a8a37e4831ba0ad241ac535,109.239.54.200,DE,1	                                   machen nicht nur kein Minus jetzt mehr , die < sind /|sein|  wieder /|wieder|  am /|an|  verdienen /|verdienen| > . Die Richtung stimmt . uriblank # 18 Fleisch                          	                                   machen nicht nur kein Minus jetzt mehr , die 	sind wieder am verdienen	 . Die Richtung stimmt . uriblank # 18 Fleisch                          	sind wieder am verdienen	verdienen	verdienen	b6b418cef0e18a8a37e4831ba0ad241ac535	109.239.54.200	DE	602	
ca6f93dc36d4ba2656c924e51132f9bebfa4,81.169.145.70,DE,0	                                  Gasthaus Ochsen etwas trinken . Nur auch hier < war /|sein|  geschlossen /|schließen|  und /|und|  Richard /|Richard|  war /|sein|  schon /|schon|  ganz /|ganz|  am /|an|  verdursten /|verdursten| > . Doch endlich fand man in dem Gasthaus                                	                                  Gasthaus Ochsen etwas trinken . Nur auch hier 	war geschlossen und Richard war schon ganz am verdursten	 . Doch endlich fand man in dem Gasthaus                                	war geschlossen und Richard war schon ganz am verdursten	verdursten	verdursten	ca6f93dc36d4ba2656c924e51132f9bebfa4	81.169.145.70	DE	1587	
426e4d779aabbcdf9b46b202967903bb6a21,80.237.132.71,DE,1	                             das ists gar nicht .. aber .. dann ??.. < bin /|sein|  am /|am|  verdursten /|verdursten| > ... und immer wenn ich aufgeben will ..                      	                             das ists gar nicht .. aber .. dann ??.. 	bin am verdursten	 ... und immer wenn ich aufgeben will ..                      	bin am verdursten	verdursten	verdursten	426e4d779aabbcdf9b46b202967903bb6a21	80.237.132.71	DE	1871	
63e7d57687c915d6c21e363b8975e7e626fa,178.20.9.25,DE,0	                                       hält drauf bzw. mein Magier und Morrigan < sind /|sein|  bei /|bei|  vielen /|viele|  Gegner /|Gegner|  permanent /|permanent|  am /|an|  vereisen /|vereisen| > mit den Frostzaubern . ( vor allem der                                 	                                       hält drauf bzw. mein Magier und Morrigan 	sind bei vielen Gegner permanent am vereisen	 mit den Frostzaubern . ( vor allem der                                 	sind bei vielen Gegner permanent am vereisen	vereisen	vereisen	63e7d57687c915d6c21e363b8975e7e626fa	178.20.9.25	DE	670	
2c36c1c45afb36539fd96199ec90bb78c336,78.47.171.133,DE,1	                                  hinterher gerufen " Guck mal ein Grufti , die < ist /|sein|  ja /|ja|  schon /|schon|  am /|an|  verfaulen /|verfaulen| > . " Wie gesagt , ich kenne diese Mädchen                               	                                  hinterher gerufen " Guck mal ein Grufti , die 	ist ja schon am verfaulen	 . " Wie gesagt , ich kenne diese Mädchen                               	ist ja schon am verfaulen	verfaulen	verfaulen	2c36c1c45afb36539fd96199ec90bb78c336	78.47.171.133	DE	1787	
9caee07fba3ccb3c5788ec729c25f5805912,87.119.211.194,DE,1	                                        Probleme mit den Haaren im Nacken ? Die < sind /|sein|  bei /|bei|  mir /|ich|  ständig /|ständig|  fast /|fast|  dread-artig /|dread-artig|  am /|an|  Verfilzen /|verfilzen| > . Hat da jemand vielleicht noch Tipps für                              	                                        Probleme mit den Haaren im Nacken ? Die 	sind bei mir ständig fast dread-artig am Verfilzen	 . Hat da jemand vielleicht noch Tipps für                              	sind bei mir ständig fast dread-artig am Verfilzen	verfilzen	Verfilzen	9caee07fba3ccb3c5788ec729c25f5805912	87.119.211.194	DE	1296	
fc4dda8b8e929d0f84f9123f0e19e6df5cc9,81.169.149.194,DE,0	                                        Gras sieht nun nicht mehr so toll aus , < ist /|sein|  dünner /|dünn|  geworden /|werden|  und /|und|  am /|am|  vergilben /|vergilben| > . Weiß nicht genau , woran es liegt , evtl.                            	                                        Gras sieht nun nicht mehr so toll aus , 	ist dünner geworden und am vergilben	 . Weiß nicht genau , woran es liegt , evtl.                            	ist dünner geworden und am vergilben	vergilben	vergilben	fc4dda8b8e929d0f84f9123f0e19e6df5cc9	81.169.149.194	DE	380	
9931b543d4f0f3d63d2587a5870e85ccc0e4,178.63.0.80,DE,0	                                     Enkel 7 , Zeichen des Bären mitzunehmen in < sein /|sein|  Inuit /|Inuit|  Dorf /|Dorf|  am /|an|  vergleichen /|vergleichen| > Ende der Welt . Tim ist sauer und wütend                               	                                     Enkel 7 , Zeichen des Bären mitzunehmen in 	sein Inuit Dorf am vergleichen	 Ende der Welt . Tim ist sauer und wütend                               	sein Inuit Dorf am vergleichen	vergleichen	vergleichen	9931b543d4f0f3d63d2587a5870e85ccc0e4	178.63.0.80	DE	952	discard
9931b543d4f0f3d63d2587a5870e85ccc0e4,178.63.0.80,DE,0	                                     Enkel 7 , Zeichen des Bären mitzunehmen in < sein /|sein|  Inuit /|Inuit|  Dorf /|Dorf|  am /|an|  vergleichen /|vergleichen| > Ende der Welt . Tim ist sauer und wütend                               	                                     Enkel 7 , Zeichen des Bären mitzunehmen in 	sein Inuit Dorf am vergleichen	 Ende der Welt . Tim ist sauer und wütend                               	sein Inuit Dorf am vergleichen	vergleichen	vergleichen	9931b543d4f0f3d63d2587a5870e85ccc0e4	178.63.0.80	DE	1990	discard
ec907260dd875e857ffb74ce4ce3e850af7b,85.13.135.154,DE,1	                                   gesehen und die Terraner erst ab Runde 200 ) < waren /|sein|  erstere /|(unknown)|  aufgeblüht /|aufblühen|  und /|und|  letztere /|letzt|  eher /|eher|  am /|an|  verglühen /|verglühen| > . Den vereinten Streitkräfte von Han und                               	                                   gesehen und die Terraner erst ab Runde 200 ) 	waren erstere aufgeblüht und letztere eher am verglühen	 . Den vereinten Streitkräfte von Han und                               	waren erstere aufgeblüht und letztere eher am verglühen	verglühen	verglühen	ec907260dd875e857ffb74ce4ce3e850af7b	85.13.135.154	DE	196	
2bfd18bfda80ea555cc2cda652a57b850ccc,31.170.109.28,DE,1	                                   fremd . 02.03.2014 , 01:20 # 8 ( Permalink ) < Bin /|sein|  schon /|schon|  langsam /|langsam|  wahrscheinlich /|wahrscheinlich|  am /|an|  verkalken /|verkalken| > Ich kann mich irgendwie an keine Anzati                                	                                   fremd . 02.03.2014 , 01:20 # 8 ( Permalink ) 	Bin schon langsam wahrscheinlich am verkalken	 Ich kann mich irgendwie an keine Anzati                                	Bin schon langsam wahrscheinlich am verkalken	verkalken	verkalken	2bfd18bfda80ea555cc2cda652a57b850ccc	31.170.109.28	DE	1326	
17ab8df013c890c32ac24619732b82502833,85.13.136.176,DE,1	                              abgeschirmte stecker : angel 1 07.10.2011 , 15:39 < bist /|sein|  schon /|schon|  rundflüge /|(unknown)|  mit /|mit|  dem /|die|  fertigem /|fertig|  model /|modeln|  am /|an|  verkaufen /|verkaufen| > ??? :top: top : top uriblank 07.10.2011                                	                              abgeschirmte stecker : angel 1 07.10.2011 , 15:39 	bist schon rundflüge mit dem fertigem model am verkaufen	 ??? :top: top : top uriblank 07.10.2011                                	bist schon rundflüge mit dem fertigem model am verkaufen	verkaufen	verkaufen	17ab8df013c890c32ac24619732b82502833	85.13.136.176	DE	1379	obj
c232b28ec34b90f893b1e1d25ef0db3a3916,87.238.137.147,DE,1	                                    danke ! @HSV Pokal : auch hier Funkstille , < sind /|sein|  aber /|aber|  wohl /|wohl|  noch /|noch|  am /|an|  verlosen /|verlosen| > - hoffe also immer noch ein bißchen @Olli                              	                                    danke ! @HSV Pokal : auch hier Funkstille , 	sind aber wohl noch am verlosen	 - hoffe also immer noch ein bißchen @Olli                              	sind aber wohl noch am verlosen	verlosen	verlosen	c232b28ec34b90f893b1e1d25ef0db3a3916	87.238.137.147	DE	1624	
63f89637a211dc4057b811ef8057f2a54fcd,217.13.206.164,DE,0	                                      in vegas Hi california Phuu 40 Grad . Ich < bin /|sein|  hier /|hier|  schon /|schon|  fast /|fast|  am /|an|  verschmelzen /|verschmelzen| > . Und wie wars in Vegas ? Wann kommt der                               	                                      in vegas Hi california Phuu 40 Grad . Ich 	bin hier schon fast am verschmelzen	 . Und wie wars in Vegas ? Wann kommt der                               	bin hier schon fast am verschmelzen	verschmelzen	verschmelzen	63f89637a211dc4057b811ef8057f2a54fcd	217.13.206.164	DE	227	
140f0aef4d8c7282ae49bd78475871b1013b,85.199.153.100,DE,1	                                       mehr ganz Morgen , als wir auf der Gemmi < waren /|sein|  . /|.|  Der /|die|  Nebel /|Nebel|  war /|sein|  gerade /|gerade|  so /|so|  am /|an|  verschwinden /|verschwinden| > , und das Licht war sehr speziell . Alles                              	                                       mehr ganz Morgen , als wir auf der Gemmi 	waren . Der Nebel war gerade so am verschwinden	 , und das Licht war sehr speziell . Alles                              	waren . Der Nebel war gerade so am verschwinden	verschwinden	verschwinden	140f0aef4d8c7282ae49bd78475871b1013b	85.199.153.100	DE	958	
962a50cccbdbda12c03b6ba9de7b442922eb,212.7.183.163,DE,1	                                    Nähmaschine bei uns daheim aufgestöbert und < bin /|sein|  grad /|gerade|  fleißig /|fleißig|  am /|an|  versuchen /|versuchen| > en Cos hinzubekommen *gg* musst ich euch                               	                                    Nähmaschine bei uns daheim aufgestöbert und 	bin grad fleißig am versuchen	 en Cos hinzubekommen *gg* musst ich euch                               	bin grad fleißig am versuchen	versuchen	versuchen	962a50cccbdbda12c03b6ba9de7b442922eb	212.7.183.163	DE	107	
c6ebbe1126c6c6407f5aeb4a432b700f9589,80.237.133.30,DE,1	                                eierlikör übrig KAki 01.10.2007 , 05:17 Und wir < sind /|sein|  schon /|schon|  die /|die|  ganze /|ganz|  Zeit /|Zeit|  am /|an|  versuchen /|versuchen| > rauszuschmecken was da drin ist .. Wie                                 	                                eierlikör übrig KAki 01.10.2007 , 05:17 Und wir 	sind schon die ganze Zeit am versuchen	 rauszuschmecken was da drin ist .. Wie                                 	sind schon die ganze Zeit am versuchen	versuchen	versuchen	c6ebbe1126c6c6407f5aeb4a432b700f9589	80.237.133.30	DE	220	
d412e7b0a6dfbd3add84d3edce48132821e0,85.13.132.74,DE,0	                                    HA-H Do , 06.05.2010 01:38 Hi Stephan , ich < bin /|sein|  verzweife /|(unknown)|  lt /|laut|  am /|an|  versuchen /|versuchen| > , meinen LG GP 0 8 NU 20 , den du auch                                 	                                    HA-H Do , 06.05.2010 01:38 Hi Stephan , ich 	bin verzweife lt am versuchen	 , meinen LG GP 0 8 NU 20 , den du auch                                 	bin verzweife lt am versuchen	versuchen	versuchen	d412e7b0a6dfbd3add84d3edce48132821e0	85.13.132.74	DE	267	
30a144cd7d43944d4547501c47e0c441ee39,85.13.132.74,DE,0	                                    HA-H Do , 06.05.2010 01:38 Hi Stephan , ich < bin /|sein|  verzweife /|(unknown)|  lt /|laut|  am /|an|  versuchen /|versuchen| > , meinen LG GP 0 8 NU 20 , den du auch                                 	                                    HA-H Do , 06.05.2010 01:38 Hi Stephan , ich 	bin verzweife lt am versuchen	 , meinen LG GP 0 8 NU 20 , den du auch                                 	bin verzweife lt am versuchen	versuchen	versuchen	30a144cd7d43944d4547501c47e0c441ee39	85.13.132.74	DE	1805	
416b4efe0aabace5631f0e266e8ec39729c8,188.93.15.219,DE,1	                                     ich schwöre , es stimmt ! :shock: Wielange < warst /|sein|  du /|du|  es /|es|  am /|an|  versuchen /|versuchen| > ? :D 12.06.2007 , 01:49 du musst halt das                              	                                     ich schwöre , es stimmt ! :shock: Wielange 	warst du es am versuchen	 ? :D 12.06.2007 , 01:49 du musst halt das                              	warst du es am versuchen	versuchen	versuchen	416b4efe0aabace5631f0e266e8ec39729c8	188.93.15.219	DE	1857	
6b0d70c1d19df5a23d216c8ba76c35924cc3,85.25.97.136,DE,0	                                  wieviele Swiffer Verpackungen darin enthalten < sind /|sein|  . /|.|  Ich /|ich|  bin /|sein|  nun /|nun|  fleißig /|fleißig|  am /|an|  verteilen /|verteilen| > ( Familie , Freundeskreis etc. ) Natürlich                             	                                  wieviele Swiffer Verpackungen darin enthalten 	sind . Ich bin nun fleißig am verteilen	 ( Familie , Freundeskreis etc. ) Natürlich                             	sind . Ich bin nun fleißig am verteilen	verteilen	verteilen	6b0d70c1d19df5a23d216c8ba76c35924cc3	85.25.97.136	DE	312	
6b0d70c1d19df5a23d216c8ba76c35924cc3,85.25.97.136,DE,0	                                     seit heute habe ich endlich mein Paket und < bin /|sein|  nun /|nun|  am /|an|  ausprobieren /|ausprobieren|  und /|und|  am /|am|  verteilen /|verteilen| > der Proben . Der erste Test war auch schon                             	                                     seit heute habe ich endlich mein Paket und 	bin nun am ausprobieren und am verteilen	 der Proben . Der erste Test war auch schon                             	bin nun am ausprobieren und am verteilen	verteilen	verteilen	6b0d70c1d19df5a23d216c8ba76c35924cc3	85.25.97.136	DE	663	
9e9778f05df65e50b0c4fe52bfb762592d97,85.25.97.136,DE,0	                                        ( Samstag , 02.04.2011 ) eingetroffen , < bin /|sein|  fleißig /|fleißig|  am /|an|  verteilen /|verteilen| > !!! Gestern mit meiner Schwägerin telefoniert                          	                                        ( Samstag , 02.04.2011 ) eingetroffen , 	bin fleißig am verteilen	 !!! Gestern mit meiner Schwägerin telefoniert                          	bin fleißig am verteilen	verteilen	verteilen	9e9778f05df65e50b0c4fe52bfb762592d97	85.25.97.136	DE	1034	
1dac4747ac0ef48c4886ec2716fb4496f7be,212.72.181.78,DE,0	                                        es is doch ein witz dieses forum , mods < sind /|sein|  nur /|nur|  am /|an|  verwarnen /|verwarnen| > wegen chatbetreieben und dabei betreiben                               	                                        es is doch ein witz dieses forum , mods 	sind nur am verwarnen	 wegen chatbetreieben und dabei betreiben                               	sind nur am verwarnen	verwarnen	verwarnen	1dac4747ac0ef48c4886ec2716fb4496f7be	212.72.181.78	DE	1759	
3ede1140eb586fa18a2fd8c026f72e6b628a,81.169.145.72,DE,0	                                    Station herrscht nun fast Dürre . Der Rasen < ist /|sein|  bereits /|bereits|  am /|an|  verwelken /|verwelken| > . Gewitter gab es stattdessen in Süd -                                 	                                    Station herrscht nun fast Dürre . Der Rasen 	ist bereits am verwelken	 . Gewitter gab es stattdessen in Süd -                                 	ist bereits am verwelken	verwelken	verwelken	3ede1140eb586fa18a2fd8c026f72e6b628a	81.169.145.72	DE	85	
73542341c1fb40cd861f3dde8af141486926,81.169.145.67,DE,0	                             lanzettlichen Blätter am Grund des dicken Stängels < sind /|sein|  während /|während|  der /|die|  Blütezeit /|Blütezeit|  häufig /|häufig|  schon /|schon|  am /|an|  verwelken /|verwelken| > . Grund hierfür ist , dass die Blätter                                 	                             lanzettlichen Blätter am Grund des dicken Stängels 	sind während der Blütezeit häufig schon am verwelken	 . Grund hierfür ist , dass die Blätter                                 	sind während der Blütezeit häufig schon am verwelken	verwelken	verwelken	73542341c1fb40cd861f3dde8af141486926	81.169.145.67	DE	690	
ca062b3a5a7a87e4364ac9634397085e3e3b,81.169.145.148,DE,0	                                  aufgeschlitzt die Eingeweide quollen hervor , < waren /|sein|  schon /|schon|  angefault /|anfaulen|  und /|und|  am /|am|  verwesen /|verwesen| > , beißender Geruch von Fäulnis lag in der                              	                                  aufgeschlitzt die Eingeweide quollen hervor , 	waren schon angefault und am verwesen	 , beißender Geruch von Fäulnis lag in der                              	waren schon angefault und am verwesen	verwesen	verwesen	ca062b3a5a7a87e4364ac9634397085e3e3b	81.169.145.148	DE	458	
56733f3fbbaa1865e8b586067bc38afa048d,78.46.101.178,DE,1	                                   Werten aus AE eine Ausgabe an MS . Genau das < sind /|sein|  wir /|wir|  am /|an|  verwirklichen /|verwirklichen| > . Und es funktioniert schon gar nicht schlecht                         	                                   Werten aus AE eine Ausgabe an MS . Genau das 	sind wir am verwirklichen	 . Und es funktioniert schon gar nicht schlecht                         	sind wir am verwirklichen	verwirklichen	verwirklichen	56733f3fbbaa1865e8b586067bc38afa048d	78.46.101.178	DE	573	obj
1874dfe84dd2a20e1ea4d650e0408e6b91f1,85.214.103.57,DE,1	                                       Two-Brothers montiert und mit den Rohren < war /|sein|  das /|die|  Teil /|Teil|  nicht /|nicht|  nur /|nur|  am /|an|  vibrieren /|vibrieren| > , sondern hörte sich wie ein alter Trecker                             	                                       Two-Brothers montiert und mit den Rohren 	war das Teil nicht nur am vibrieren	 , sondern hörte sich wie ein alter Trecker                             	war das Teil nicht nur am vibrieren	vibrieren	vibrieren	1874dfe84dd2a20e1ea4d650e0408e6b91f1	85.214.103.57	DE	624	
5d567a73b99967a8c66572afcbbdad8c852b,212.53.128.159,DE,1	                          schaukelt ganz komisch . selbst die felgen < sind /|sein|  am /|am|  vibrieren /|vibrieren| > ( wurden komplett neu gewuchtet ) . habe                     	                          schaukelt ganz komisch . selbst die felgen 	sind am vibrieren	 ( wurden komplett neu gewuchtet ) . habe                     	sind am vibrieren	vibrieren	vibrieren	5d567a73b99967a8c66572afcbbdad8c852b	212.53.128.159	DE	1449	
d5dc3e29e65f7156e0755ed5a8217d09c959,85.114.134.10,DE,1	                                       MOTOR , kann ich verkraften . Allerdings < ist /|sein|  meine /|mein|  Karre /|Karre|  auch /|auch|  am /|an|  vibrieren /|vibrieren| > gewesen wie Sau , warum weiss ich nicht                                	                                       MOTOR , kann ich verkraften . Allerdings 	ist meine Karre auch am vibrieren	 gewesen wie Sau , warum weiss ich nicht                                	ist meine Karre auch am vibrieren	vibrieren	vibrieren	d5dc3e29e65f7156e0755ed5a8217d09c959	85.114.134.10	DE	1603	
1d6f058c52c2c298766a610b5ec2a78df85b,212.63.149.29,DE,0	                                       eine kurze Zwischenmeldung von uns : Wir < sind /|sein|  schon /|schon|  fleißig /|fleißig|  am /|an|  vorbereiten /|vorbereiten| > : in kürze könnt ihr bei uns auch Großmengen                           	                                       eine kurze Zwischenmeldung von uns : Wir 	sind schon fleißig am vorbereiten	 : in kürze könnt ihr bei uns auch Großmengen                           	sind schon fleißig am vorbereiten	vorbereiten	vorbereiten	1d6f058c52c2c298766a610b5ec2a78df85b	212.63.149.29	DE	492	
